Country name,Country code3,date,School closing,Workplace closing,Cancel public events,Close public transport,Public information campaigns,Restrictions on internal movement,International travel controls,Fiscal measures,Monetary measures,Emergency investment in health care,Investment in Vaccines,Testing framework,Contact tracing
Saudi Arabia,SAU,2020-03-11,2,0,0,2,1,2,0,0.0,0.0,0.0,10000000.0,2,1
Saudi Arabia,SAU,2020-03-12,2,0,0,2,1,2,0,0.0,0.0,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-13,2,0,0,2,1,2,0,0.0,0.0,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-14,2,0,2,2,1,2,3,0.0,0.0,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-15,2,2,2,2,1,2,3,13500000000.0,0.0,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-16,2,2,2,2,1,2,3,0.0,0.0,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-17,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-18,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-19,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-20,2,2,2,2,1,2,3,18500000000.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-21,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-22,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-23,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-24,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-25,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-26,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-27,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-28,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-29,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-30,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-03-31,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-01,2,2,2,2,1,2,3,0.0,0.75,139540000.0,0.0,2,1
Saudi Arabia,SAU,2020-04-02,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-03,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-04,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-05,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-06,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-07,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-08,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-09,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-10,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-11,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-12,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-13,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-14,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-15,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-16,2,2,2,2,1,2,3,0.0,0.75,0.0,0.0,2,1
Saudi Arabia,SAU,2020-04-17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Saudi Arabia,SAU,2020-04-24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-01,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-02,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-03,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-06,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-07,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-09,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-29,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-01-31,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-01,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-02,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-03,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-06,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-07,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-09,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-11,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-12,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-13,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-14,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-16,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-27,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-28,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-02-29,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-01,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-02,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-03,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-04,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-06,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-07,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-09,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-10,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-12,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-03-13,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-14,2,1,2,0,1,0,0,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-15,2,1,2,0,1,0,0,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-16,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-17,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-18,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-19,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-20,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-21,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-22,2,1,2,0,1,0,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-23,2,1,2,0,1,2,3,0.0,0.0,2.0,0.0,2,0
Sudan,SDN,2020-03-24,2,1,2,0,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-25,2,1,2,0,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-26,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-27,2,1,2,2,1,2,3,0.0,0.0,8.0,0.0,2,0
Sudan,SDN,2020-03-28,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-29,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-30,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-03-31,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-01,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-02,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-03,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-04,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-05,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-06,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-07,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-08,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-09,2,1,2,2,1,2,3,3.0,0.0,10.0,0.0,2,0
Sudan,SDN,2020-04-10,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-11,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-12,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-13,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-14,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-15,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-16,2,1,2,2,1,2,3,0.0,0.0,0.0,0.0,2,0
Sudan,SDN,2020-04-17,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-18,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-19,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-21,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-23,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Sudan,SDN,2020-04-24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-01,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-02,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-03,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-04,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-05,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-06,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-07,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-08,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-09,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-10,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-11,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-12,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-13,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-14,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-15,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-16,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-17,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-18,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-19,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-20,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-21,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-22,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0
Singapore,SGP,2020-01-23,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-24,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-25,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-26,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-27,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-28,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-29,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-30,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-01-31,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-01,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-02,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-03,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-04,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-05,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-06,0,0,0,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-07,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-08,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-09,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-10,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-11,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-12,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-13,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-14,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-15,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-16,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-17,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-18,0,0,1,0,1,0,3,4470000000.0,0.0,5600000.0,0.0,2,2
Singapore,SGP,2020-02-19,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-20,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-21,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-22,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-23,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-24,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-25,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-26,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-27,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-28,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-02-29,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-01,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-02,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-03,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-04,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-05,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-06,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-07,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-08,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-09,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-10,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-11,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-12,0,0,1,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-13,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-14,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-15,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-16,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-17,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-18,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-19,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-20,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-21,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-22,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-23,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-24,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-25,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-26,0,0,2,0,1,0,3,33560000000.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-27,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-28,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-29,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-30,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-03-31,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-01,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-02,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-03,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-04,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-05,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-06,0,0,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-07,0,2,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-08,2,2,2,0,1,0,3,0.0,0.0,0.0,0.0,3,2
Singapore,SGP,2020-04-09,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-10,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-11,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-12,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-13,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-14,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-15,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-16,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-17,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-18,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-19,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-20,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-21,2,2,2,0,1,1,3,0.0,0.0,0.0,0.0,2,2
Singapore,SGP,2020-04-22,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
